document_id	page_id	paragraph_id	sentence_id	source_sentence	target_sentence
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	36	156	【右丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	36	157	甚光しよ〳〵につきやいがひろくなり	甚光しよ付き合いが広くなった
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	36	158	すこしよめねばはつかしくかくもんをはしめ四しよごきやうのありがたき事をばそこ〳〵におほへ	少しも読めないのは恥ずかしく書き物を始め四書五経のありがたい事柄をそこに覚えよ
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	36	159	とうしせんをならいおせんすをちとはいけんとよみたゝいちぎやうものでもひやうぶでもよめるよふになるとばんしの事をからめかせ	唐詩選を習い終えんとする別のものとは言えなくとも、一興ものでも評判でも読めるようになった夜分になると番士の事に関わるようになり
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	36	160	うまれもつかぬはなをたかくして大てんぐからうわまいをとるくらひの	生まれ持っていない花を高く掲げて大天狗から褒美をもらった
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	36	161	かふまんになりさわかしき事をきらいしつかな所を	奢り高ぶるようになり騒がしいことを嫌うようになり静かな所を
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	37	162	【左丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	37	163	このみからのほうにもちかよりたく【唐の方にも近寄りたく？】	唐の方にも近寄りたかったが
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	37	164	こゝろのまゝにならねばこうしもときにあわぬとおふせられし	気ままに振る舞っていると、師匠から「時機を逃す」とお叱りを受けた。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	37	165	ととほうもなくたかくとまりほうつを見るとりくつづめにしたがりびやうき見まいにゆくといしやのやうな事をいゝ	途方もなく大げさに構え、法津を見習うように理屈っぽく従い、まるで病気見舞いに行くような口ぶりで言い
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	37	166	このぬけるくらいのかゝもんはなか〳〵なみやはたいていの事てはなし	この抜け出るような大げさな構えは、並大抵のことではなかった。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	38	167	【右丁。下の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	38	168	たいぶふじんが見へます	大分、婦人が見えます。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	38	169	せいろふとも見へずとんと	遊郭にも見えない。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	15	38	170	げせ　ませぬ	とんと下世話もありません。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	38	171	甚六ひとつとしてならひゑたる事もなくさま〳〵にかゝり二七日がひまとちやも	甚六は一つとして習い得たこともなく、様々に取り組み、十四日間が経っても…
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	39	172	はじめこゝろやすきものゝはなしにまづちやのゆのふうりうはとりあつかうとかぐが【？】	心の安らぐものの話にまず茶の湯の風流派を取り扱うと嗅ぐが
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	39	173	おもしろくくいものかやほてなくにはのこしらいがや□□か□	面白いと思っても食い物にはならず、放り出してしまった。庭の拵えがや□□か□
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	39	174	さしきにいつ【以下破れ】	座敷に居つ
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	39	175	みなしも【以下破れ】	みなしも
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	39	176	ずきの□【以下破れ】	ずきの□
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	39	177	ときゝか【以下破れ】	とききか
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	39	178	おするかみ【以下破れ】	押す神
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	39	179	みづをのむといへどもみつもたまらす【以下破れ】	水を飲めと言えども蜜も堪らす
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	39	180	なりにはいつはい□【以下破れ】	なりには一杯□
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	39	181	うへ十人まいのど【以下破れ】	上十人舞いのど
kusazoushi/145C42718D569ABB323EF75C9EDF2179	16	39	182	【下段に数行文字が続くが破れとかすれでほぼ読めず】	
