document_id	page_id	paragraph_id	sentence_id	source_sentence	target_sentence
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	17	26	127	しやごいさぎは京丁へ女郎やをだしさきや五介と名をかへ雪女をかゝへゆふぢよにしてゆきますとでもつけたいが	「しゃごいさぎは京町へ女郎屋を出し、先屋五介と名を改め、雪女を抱えて夕霧として売り出そうと思うが」
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	17	26	128	それではどふかまくらぞうしのかき入のよふだから	「それでは『鎌倉草紙』の書き入れみたいな話になるな」
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	17	26	129	雪あしとでもつくがいゝとこみつ【こみづ、細かいこと】なところまでおせわありしはありかたきとも中〳〵なり	「雪足とでも名付けるがよかろう。込み入った段取りまで世話したのはありがたいが、まあまあの出来だ」
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	17	27	130	よしわらいんこくなれはばけものゝすむにはめう【妙】　なり	「よし、笑いん国となれば化け物の住むにはもうなり」
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	17	28	131	みこしにうどうはも□へ【まへ？】にゑちごおとりが上手ゆへざしきへでもおり〳〵おどりける	神輿入道は持ち前の越後踊りの腕を買われ、座敷へ下りては繰り返し踊った。
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	17	28	132	今のしや味子おど【文が続くはずだが、続きがみつからない。31行目と内容がかぶる。三味子踊りは天明期に流行ったものでシャム国の踊りが元とされている。】	今の三味子踊り。
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	17	28	133	【左ページ右下】みな〳〵一ごんも　なし	一同は一言の声もなく見入っていた。
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	18	29	134	ばけもの共はみな〳〵よしはらのものになりげいしやびろめつきだしもみこみのふるまいをしむけんのかねの【無間の鐘の】ちやばんをこじつけみな〳〵おつくるめてすへはんぜうにさかへける【末繁盛に栄へける】	化け物どもはみな吉原の者となり、芸者として派手に繰り出し、強引な振る舞いで金の茶番をこじつけ、すっかり押し包まれて繁盛に栄えた。
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	18	29	135	ねこはめりやすをひく	猫又が安（やす）を弾く。
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	18	29	136	〽おもいにはどふしたひやうりの　ひやう【どうした表裏の瓢箪＝どういうはずみか】たんか　	思いには どうした表裏の瓢箪 たんか猫の子猫の 子猫の子いかに努めじゃ 寝積みじゃとても
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	18	29	137	ねこのこねこのこねこのこ【子子の子子子の子子子の子】	
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	18	29	138	いかにつとめじやねつみじやとても	
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	18	30	139	【下へ】	
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	18	30	140	〽きつねは二かいよりれいのこのはをふらせる	〽狐は二階からお決まりの木の葉を降らせる
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	18	30	141	〽かつははてうづはちのやくをつとむる	〽河童は手綱に八つの役目を務めむる
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	18	31	142	〽はうら〳〵はおもて〳〵おちばかなときて　ゐる	〽葉の裏も表も 落ち葉が積もっている
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	18	32	143	ゆき女ははむらやにて【浜村屋＝女形役者瀬川菊之丞のこと】こじつける	雪女は浜村屋にてこじつける
kusazoushi/138986F6153E71C2DA4DCA901E3F87B9	18	32	144	山東けいこう作回【図？】	山東けいこう作画
